IND	Datum	Tmax	Tmin	Tavg	R	CSP
11934	09.07.1988	20,6	9,1	14	1,2	
11934	10.07.1988	19	9,6	12,3		
11934	11.07.1988	21,5	4,1	14,3		
11934	12.07.1988	24,5	7,6	17,5	15	
11934	13.07.1988	21,2	12,8	15,1	2,2	
11934	14.07.1988	24,4	10,6	15,9	2,8	
11934	15.07.1988	20,6	8,6	14,8	2,3	
11934	16.07.1988	16,6	11	12,7	4,1	
11934	17.07.1988	18,3	8,2	12,2	0,6	
11934	18.07.1988	18,5	7,6	13,2	0	
11934	19.07.1988	16,4	10	11,9	0,8	
11934	20.07.1988	18,4	7	12,8		
11934	21.07.1988	23	7,8	16,3	0	
11934	22.07.1988	26,3	14	19,1		
11934	23.07.1988	29,8	11,5	21,8		
11934	24.07.1988	31,1	13,8	22,9		
11934	25.07.1988	23,5	15	16,9	1,1	
11934	26.07.1988	27,3	8,4	18,7		
11934	27.07.1988	29,6	10,4	21,5	0	
11934	28.07.1988	22,4	11,9	15,5		
11934	29.07.1988	26,6	7,6	18,5	12,3	
11934	30.07.1988	19,3	11,5	13,7	4	
11934	31.07.1988	21,8	6	14,8		
11934	01.08.1988	25,6	8,5	16,5		
11934	02.08.1988	24,7	11,6	18,8		
11934	03.08.1988	24,5	12,7	17,2	8,9	
11934	04.08.1988	16,1	6,3	11,8	2,3	
11934	05.08.1988	17,6	9,6	11	2,4	
11934	06.08.1988	20,5	9	12,4		
11934	07.08.1988	20,6	4,9	14,5		
11934	08.08.1988	23,4	9	16,1		
11934	09.08.1988	23,2	10,6	16,1	6,9	
11934	10.08.1988	25,4	7,6	16,5		
11934	11.08.1988	27,5	10,7	19,5		
11934	12.08.1988	28	13,4	20,5	0,3	
11934	13.08.1988	27,4	13	20,9	2	
11934	14.08.1988	27	11	19,5		
11934	15.08.1988	30	11,3	22,1		
11934	16.08.1988	26,5	14,9	16,6	10,5	
11934	17.08.1988	20,8	9,9	12,7		
11934	18.08.1988	23,3	4,5	14,2		
11934	19.08.1988	26,2	6,9	17		
11934	20.08.1988	27,1	12	19,7		
11934	21.08.1988	18,1	12,9	14,5	4,5	
11934	22.08.1988	15,2	9,7	13,4	10,5	
11934	23.08.1988	14	10,9	11,7	30,5	
11934	24.08.1988	13	9,7	10,8		
11934	25.08.1988	16,3	7	11,5	3,7	
11934	26.08.1988	15,8	7,5	11,1	7,2	
11934	27.08.1988	15,1	7,9	10,6	0	
11934	28.08.1988	20,6	4,6	12,7		
11934	29.08.1988	24	4,3	15,1	0	
11934	30.08.1988	20	11,4	13,8		
11934	31.08.1988	20,6	6,7	12,8		
11934	01.09.1988	22,8	4,7	14,6		
11934	02.09.1988	20,3	8,8	16,6	8,1	
11934	03.09.1988	17,1	7,7	10,1	0,2	
11934	04.09.1988	18,8	4,1	13,1		
11934	05.09.1988	18,6	7,6	12,6	7,5	
11934	06.09.1988	14,9	9,3	10,8	6,6	
11934	07.09.1988	14,4	8	11,4	1,8	
11934	08.09.1988	15,4	9,8	12,1		
11934	09.09.1988	17,1	4,9	10,3		
11934	10.09.1988	19,1	4,2	9,9		
11934	11.09.1988	20,7	4,4	12,2		
11934	12.09.1988	20,2	6	12,9	0	
11934	13.09.1988	14,3	7,9	10,1	3,8	
11934	14.09.1988	10,8	7,8	8,4	2,3	
11934	15.09.1988	10	6,5	9	1,3	
11934	16.09.1988	11,3	8,1	8,9	11,5	
11934	17.09.1988	13,7	5,9	9,3	0	
11934	18.09.1988	14,8	3,2	8,4		
11934	19.09.1988	15,8	6,3	10,3		
11934	20.09.1988	17	5,2	12,4	0,8	
11934	21.09.1988	14,4	10,2	11,6	0	
11934	22.09.1988	16,4	9,6	11,4		
11934	23.09.1988	17,2	4,8	11,9		
11934	24.09.1988	17,9	9,8	13,1		
11934	25.09.1988	17,2	11	12,4		
11934	26.09.1988	18,3	6,3	12,3		
11934	27.09.1988	20,9	6,3	13,6		
11934	28.09.1988	21,6	7,4	14,1		
11934	29.09.1988	22,6	10,5	14,7		
11934	30.09.1988	22	8	13,6	0	
11934	01.10.1988	14,8	8,4	10		
11934	02.10.1988	14	3,9	6,8		
11934	03.10.1988	14,3	-2,2	4,9		
11934	04.10.1988	16,5	0,5	7,3		
11934	05.10.1988	15,8	1,6	6,7		
11934	06.10.1988	13,6	5,5	7,4	1	
11934	07.10.1988	11,5	4,6	8,8	2,4	
11934	08.10.1988	10	5,6	6,7		
11934	09.10.1988	13,7	1,9	8,4		
11934	10.10.1988	19,4	5	11,4		
11934	11.10.1988	18,1	4,6	9,5		
11934	12.10.1988	18,9	4,5	9,9		
11934	13.10.1988	21,6	4,3	11,4		
11934	14.10.1988	20,1	4,7	10,9		
11934	15.10.1988	21,4	3,6	10,2		
11934	16.10.1988	18,9	2,4	9,4		
11934	17.10.1988	19,3	0,8	8,2		
11934	18.10.1988	18,2	3,1	7,8		
11934	19.10.1988	9,9	-0,4	3,4		
11934	20.10.1988	11,8	-3,9	3,3		
11934	21.10.1988	12,5	-1,2	3,6		
11934	22.10.1988	13,7	-3,1	4,1		
11934	23.10.1988	13,5	-2,3	6,8		
11934	24.10.1988	8,5	0,6	5,9	0,3	
11934	25.10.1988	6,7	-1,9	0,6	0,2	
11934	26.10.1988	4	-7,1	-4,1		
11934	27.10.1988	8,4	-9	1,6		
11934	28.10.1988	10	-6,5	0,4		
11934	29.10.1988	6	-1,7	3	0,9	
11934	30.10.1988	4,5	-3,3	-1,1		999
11934	31.10.1988	1	-5,6	-2,6	0,5	
11934	01.11.1988	3,1	-3,4	0,9	0	2
11934	02.11.1988	5,7	0,6	2,5	0,3	
11934	03.11.1988	2	-5,1	-3		999
11934	04.11.1988	-1,6	-10,6	-8		
11934	05.11.1988	0,9	-14,3	-8,1		
11934	06.11.1988	4	-14,2	-4,2		
11934	07.11.1988	3,8	-8,9	-0,9	1,7	
11934	08.11.1988	2,5	-5,7	-3,1		1
11934	09.11.1988	1,5	-9,2	-5,3		995
11934	10.11.1988	0,7	-14,3	-7,6		995
11934	11.11.1988	2,1	-13,8	-7,6		995
11934	12.11.1988	2	-13,5	-4,5		995
11934	13.11.1988	3	-7	-0,8	1,8	995
11934	14.11.1988	3,4	-0,2	0,9	4,5	3
11934	15.11.1988	2,6	-4,5	-1,8	0,4	9
11934	16.11.1988	1,4	-8,6	-5,8		7
11934	17.11.1988	2,4	-9,2	-2		6
11934	18.11.1988	6,1	-7,1	-1,1	0,3	5
11934	19.11.1988	3	-5,1	-1,2	0,2	3
11934	20.11.1988	-0,3	-11,2	-7		995
11934	21.11.1988	-2,3	-9,9	-5,3	0,3	995
11934	22.11.1988	-2,3	-9,2	-6,3		1
11934	23.11.1988	-3,1	-15,7	-10,2		995
11934	24.11.1988	-0,4	-15,4	-6,8	0	995
11934	25.11.1988	-1,8	-9,2	-4,7	0	999
11934	26.11.1988	0,7	-7,4	-3,2	0	995
11934	27.11.1988	3	-5	1	0,3	999
11934	28.11.1988	1	-6,4	-1,9	0,4	1
11934	29.11.1988	4	-2	1,4	3,7	1
11934	30.11.1988	3,6	-8,6	-6,6	1,7	995
11934	01.12.1988	-5,5	-9,2	-6,4	3,2	2
11934	02.12.1988	-0,4	-6,1	-1,5	4,2	2
11934	03.12.1988	1,5	-0,8	0,6	0,3	1
11934	04.12.1988	3,7	-0,3	1,6	1,8	995
11934	05.12.1988	2,7	-0,1	0,9	4,4	2
11934	06.12.1988	1,2	-1,8	-0,4	0	4
11934	07.12.1988	1,6	-2,6	-1,5	0,5	3
11934	08.12.1988	-2,2	-6,6	-4,8		4
11934	09.12.1988	-1,3	-8,2	-4,6	0,1	3
11934	10.12.1988	0,6	-8,5	-1,6	0,4	3
11934	11.12.1988	6,4	-3,4	4	0,7	3
11934	12.12.1988	3,9	0,6	1,8	0,1	
11934	13.12.1988	2,3	-4,2	-1,7	2,3	999
11934	14.12.1988	0,3	-5,8	-3,3	1,4	5
11934	15.12.1988	-5,3	-9,9	-8,1	0,4	7
11934	16.12.1988	-8,6	-17,5	-13,2	0	7
11934	17.12.1988	-7,8	-19,8	-11,6		7
11934	18.12.1988	-1,3	-10,5	-4,1	0,3	7
11934	19.12.1988	1,1	-3,4	0,1	2,5	8
11934	20.12.1988	1	-7,6	-2,9	0,4	10
11934	21.12.1988	-3	-15	-5,4	0,1	10
11934	22.12.1988	2	-9,2	-2,8	0	10
11934	23.12.1988	4,2	-2,7	1,9	0,3	9
11934	24.12.1988	3,7	-0,4	2,3	15,7	5
11934	25.12.1988	2,8	-1,4	-0,6	1,1	4
11934	26.12.1988	4,5	-1,7	2,9	0,1	4
11934	27.12.1988	5,3	0	3,3	0	995
11934	28.12.1988	5,3	-1,9	1		995
11934	29.12.1988	4,8	-3,3	2,4		
11934	30.12.1988	5,9	-1,4	1		
11934	31.12.1988	4	-3,2	-0,5		
11934	01.01.1989	2,7	-6	-0,4	1,3	
11934	02.01.1989	-0,7	-11,6	-7,9		2
11934	03.01.1989	0,1	-9,4	-5,9		2
11934	04.01.1989	-3,7	-13	-9,1		2
11934	05.01.1989	-6,9	-11,3	-9,3		2
11934	06.01.1989	-5,8	-9,5	-7,6	5,7	2
11934	07.01.1989	-2	-13,6	-5,4	0,4	8
11934	08.01.1989	2,5	-4,5	-2,2	1,4	9
11934	09.01.1989	2,4	-5	-2	1,2	10
11934	10.01.1989	5	-4,4	-1,3		9
11934	11.01.1989	3,5	-3,3	-0,4	0,1	7
11934	12.01.1989	0,6	-11,6	-6,3		5
11934	13.01.1989	0,1	-11,3	-3	0	4
11934	14.01.1989	3	-4,2	-1,9		4
11934	15.01.1989	5	-7,1	1		3
11934	16.01.1989	5	0,4	2,7		3
11934	17.01.1989	3	-2	0,1	0	2
11934	18.01.1989	3,1	-3,1	0,8	0	2
11934	19.01.1989	2,5	-1	0,1	0	2
11934	20.01.1989	4,7	-4,5	-2		2
11934	21.01.1989	-1,2	-7,9	-5,7		2
11934	22.01.1989	-3,5	-7,5	-5,4		2
11934	23.01.1989	0,9	-7,8	-3,8		995
11934	24.01.1989	2	-9,1	-4,2		995
11934	25.01.1989	5	-7,2	-1		995
11934	26.01.1989	2,5	-7,4	-4		995
11934	27.01.1989	4,8	-10,9	-4,2		995
11934	28.01.1989	2,6	-11,7	-6,8		995
11934	29.01.1989	5,4	-12,2	-4,3		995
11934	30.01.1989	5,2	-10,6	-4,7		995
11934	31.01.1989	2,7	-8	-2	0,1	995
11934	01.02.1989	7,2	-2,4	0,6		995
11934	02.02.1989	-0,1	-3,3	-1		995
11934	03.02.1989	2,8	-3,6	-1,5		995
11934	04.02.1989	-2,7	-6,5	-5,1		995
11934	05.02.1989	-0,2	-7,1	-4,6		995
11934	06.02.1989	4,1	-8,9	0,9		995
11934	07.02.1989	2,6	-1,7	0,1		995
11934	08.02.1989	4,2	-2,3	-0,7		995
11934	09.02.1989	-1,3	-5,2	-2		995
11934	10.02.1989	3,4	-3	-1,6		995
11934	11.02.1989	5	-8	-0,9		995
11934	12.02.1989	4,8	-8,4	-0,4	0,2	995
11934	13.02.1989	1,7	-1,6	-0,6	1,6	999
11934	14.02.1989	2,4	-7,2	-2,5	0,4	2
11934	15.02.1989	1,6	-3	-0,8	0	3
11934	16.02.1989	2,8	-2,1	0,4	0,3	1
11934	17.02.1989	1,7	-5,1	-2,7	0,1	1
11934	18.02.1989	1,2	-10,3	-3,2	0,1	995
11934	19.02.1989	4,1	-3,2	1	0,3	999
11934	20.02.1989	10,2	1,1	6,9	0,9	995
11934	21.02.1989	6,1	-0,3	0,9		
11934	22.02.1989	5,6	-5,2	-0,1		
11934	23.02.1989	3,8	-0,4	2,4	1,1	
11934	24.02.1989	8,6	1,9	7,1	0,1	
11934	25.02.1989	9,4	5,9	7,5	6,8	
11934	26.02.1989	8,2	1	3,6	4,5	
11934	27.02.1989	5,5	-0,7	0,9		
11934	28.02.1989	6,5	-2,4	1,3	2	
11934	01.03.1989	4,5	-0,5	0,9		3
11934	02.03.1989	6,6	-4	1,1		995
11934	03.03.1989	3,1	-3	0,8	3,3	
11934	04.03.1989	3,3	-0,7	0,9	1,1	2
11934	05.03.1989	9	-1,3	3,5		
11934	06.03.1989	10,4	-3,1	2,1		
11934	07.03.1989	10	-3,7	1,9		
11934	08.03.1989	7	-0,7	1,1		
11934	09.03.1989	7	-5	1	0,1	
11934	10.03.1989	4,9	-0,2	1,2	0	999
11934	11.03.1989	5,4	-3,8	1,1	2	
11934	12.03.1989	2,4	0,1	1,1	4,6	999
11934	13.03.1989	6,7	-2	2,6	0	1
11934	14.03.1989	6,6	0,5	2,5	0	
11934	15.03.1989	7,1	-3,9	2,8		
11934	16.03.1989	11	2,4	7,2	0	
11934	17.03.1989	15	5,6	9,2		
11934	18.03.1989	9,3	0,3	3,2	4,5	
11934	19.03.1989	9,4	-1,3	2,1		1
11934	20.03.1989	10,9	-4	3,7	0,7	
11934	21.03.1989	11,1	3,4	7,4	17,3	
11934	22.03.1989	9,8	-0,2	3,6	0,3	3
11934	23.03.1989	12,2	1,8	4,8	0,6	
11934	24.03.1989	8,7	-2	3,7	0	
11934	25.03.1989	9,4	2,6	4,8	0	
11934	26.03.1989	9,5	0,8	4,9		
11934	27.03.1989	11,9	-5,3	3,2		
11934	28.03.1989	16,2	-3,1	6,6		
11934	29.03.1989	20,2	-0,5	9	0,6	
11934	30.03.1989	16	-1,8	8,6		
11934	31.03.1989	19,8	3,4	11,3	3,5	
11934	01.04.1989	12	3,4	6,3	0,7	
11934	02.04.1989	3,4	-1,9	-1	0,5	
11934	03.04.1989	0,5	-3,8	-1,1	5,8	1
11934	04.04.1989	10,4	-0,6	5,6	3,3	
11934	05.04.1989	15,8	2,4	6	1,8	
11934	06.04.1989	15	2,1	7,2	0	
11934	07.04.1989	12,7	1,6	5,5	0,7	
11934	08.04.1989	15,7	0	7,8		
11934	09.04.1989	17,8	5,4	9,9		
11934	10.04.1989	18,4	1,4	9,7		
11934	11.04.1989	20,5	7,9	12,9		
11934	12.04.1989	18,3	7,6	11,4		
11934	13.04.1989	20,4	8	11,6		
11934	14.04.1989	17,8	3,7	10,8	0	
11934	15.04.1989	15,2	4,7	10,4		
11934	16.04.1989	17,7	4,9	10,3	0,3	
11934	17.04.1989	14,5	4	8,3	8	
11934	18.04.1989	11,7	1,5	4,6	1,3	
11934	19.04.1989	12	1,4	5,5	0	
11934	20.04.1989	12,9	4	7,9	0,3	
11934	21.04.1989	16,1	3	11	1,9	
11934	22.04.1989	15,9	7,2	9,3	2,9	
11934	23.04.1989	11	4,3	7		
11934	24.04.1989	11	2,4	5,3		
11934	25.04.1989	16,9	-1,8	9,3		
11934	26.04.1989	19,6	5,2	12,6		
11934	27.04.1989	21,2	6	14,3	0,5	
11934	28.04.1989	20,6	7,2	12,3	16,4	
11934	29.04.1989	13,5	4,3	7,1	0,6	
11934	30.04.1989	12	3,4	6,2	46,6	
11934	01.05.1989	9,3	3,7	6,7	21,9	
11934	02.05.1989	9,6	6	7,3	1,6	
11934	03.05.1989	14,8	6,2	8,3		
11934	04.05.1989	15	2,2	9,3		
11934	05.05.1989	19,5	3,2	12,5	0	
11934	06.05.1989	12,6	2,1	6,1	3,1	
11934	07.05.1989	10	1,8	6,1	1,3	
11934	08.05.1989	13,3	4,6	7,8	0	
11934	09.05.1989	14,5	0	8,5		
11934	10.05.1989	20,1	0,4	13,3		
11934	11.05.1989	18,7	6,9	11,1	12,6	
11934	12.05.1989	18,5	8,3	11,4	21,9	
11934	13.05.1989	21,7	7,4	14,4	0,3	
11934	14.05.1989	13,2	10,6	11,6	5,1	
11934	15.05.1989	12	9,3	10,3	0,1	
11934	16.05.1989	18,2	6,2	10,5		
11934	17.05.1989	21,5	2,7	13,9		
11934	18.05.1989	21,8	5,3	14,4		
11934	19.05.1989	21,5	6,5	12,9	4,7	
11934	20.05.1989	20,4	8	12,1	7,4	
11934	21.05.1989	18,7	7,2	13,5	0	
11934	22.05.1989	13,8	5,9	9		
11934	23.05.1989	15,2	1	8,8	0	
11934	24.05.1989	17,3	1,9	10,5		
11934	25.05.1989	18,1	3,8	12,3		
11934	26.05.1989	18,9	5,3	11,5		
11934	27.05.1989	20,4	6,4	12,9	0	
11934	28.05.1989	20,5	7	14,6	1,3	
11934	29.05.1989	16,3	6,4	12	1,1	
11934	30.05.1989	20,8	4,7	12,9	14,7	
11934	31.05.1989	20,7	9,4	13,4	7,9	
11934	01.06.1989	20	9,6	13,9	15	
11934	02.06.1989	20,2	9,1	13,9	13,6	
11934	03.06.1989	15,5	11,5	12,9	11,1	
11934	04.06.1989	18,6	7,6	12,9	0,2	
11934	05.06.1989	18	10	12,2	21,4	
11934	06.06.1989	13,5	8	11	26,3	
11934	07.06.1989	12,7	6,6	8,2	3,2	
11934	08.06.1989	18,7	3,2	11,8	0,4	
11934	09.06.1989	16,8	8	10,7	1,5	
11934	10.06.1989	20,3	5,7	12,6		
11934	11.06.1989	17,2	4,4	12,9		
11934	12.06.1989	15,4	6,7	11,7	0,7	
11934	13.06.1989	16,7	10,6	12,5	3,7	
11934	14.06.1989	16,8	9,2	11,5		
11934	15.06.1989	13,3	1,6	8,6	1,6	
11934	16.06.1989	15	5	9,6		
11934	17.06.1989	17,2	5,6	12,4	12,1	
11934	18.06.1989	18	9,3	11,6	0,5	
11934	19.06.1989	18,8	7,8	11,6	6,8	
11934	20.06.1989	15	6,9	10,6	0,2	
11934	21.06.1989	14,7	8	11,4		
11934	22.06.1989	21,3	5,6	15	0	
11934	23.06.1989	22,8	10	15,6	0,7	
11934	24.06.1989	21,7	10,5	16,3	2,2	
11934	25.06.1989	20,9	12,7	15,8		
11934	26.06.1989	23,8	8,3	16,8		
11934	27.06.1989	21,6	10,9	15,3	3,4	
11934	28.06.1989	22,1	9,7	15,7	7,3	
11934	29.06.1989	15	10,9	12,1	6,6	
11934	30.06.1989	19,4	8,7	13,6		
11934	01.07.1989	20,6	10,6	15,2		
11934	02.07.1989	22,9	7,7	16,1	5,4	
11934	03.07.1989	24,6	10,4	18,6		
11934	04.07.1989	24	10,2	18		
11934	05.07.1989	23	8,9	17,4		
11934	06.07.1989	24,9	10	18,3		
11934	07.07.1989	28,3	11,6	20,8		
11934	08.07.1989	28,6	12,4	20,6		
11934	09.07.1989	28,8	13,5	20,6	4,6	
11934	10.07.1989	26,5	15,6	19,2	1,1	
11934	11.07.1989	27	12,9	18,8	3,4	
11934	12.07.1989	24,1	14,4	17,9	3,7	
11934	13.07.1989	20	13,6	14,9	1,6	
11934	14.07.1989	22,7	12	14	0,4	
11934	15.07.1989	17,9	7	11,6		
11934	16.07.1989	17,9	6,5	11,8		
11934	17.07.1989	16,7	7,6	10,3	0	
11934	18.07.1989	16,8	5,4	10,2	1,8	
11934	19.07.1989	11,3	6	9,4	10	
11934	20.07.1989	16,7	8,4	11,8	0,5	
11934	21.07.1989	18,4	9,4	12	0	
11934	22.07.1989	20,3	5,5	13,1		
11934	23.07.1989	22,9	6,9	15,3		
11934	24.07.1989	17,1	7,7	14,1	3,4	
11934	25.07.1989	21,3	12,6	14,4		
11934	26.07.1989	22,2	7,6	14,5		
11934	27.07.1989	23	6	15,9		
11934	28.07.1989	22	10,8	15,6	0,3	
11934	29.07.1989	20	9,4	12,4	3,6	
11934	30.07.1989	23	7,2	15,7		
11934	31.07.1989	23,6	10,3	13,2	20,8	
11934	01.08.1989	14,1	8,8	10	5,5	
11934	02.08.1989	15	6,9	8,9	0	
11934	03.08.1989	15,4	4,1	10,6	0	
11934	04.08.1989	15,4	7,8	11,9	0	
11934	05.08.1989	20,3	6,7	14,1		
11934	06.08.1989	25,6	6,6	16		
11934	07.08.1989	26,1	10,3	18,1	0	
11934	08.08.1989	22,4	9,9	16,5	0	
11934	09.08.1989	19,6	12,5	15,2	0	
11934	10.08.1989	23,3	10,3	15,6		
11934	11.08.1989	25	8,4	16,8		
11934	12.08.1989	24,9	8,7	16,3	6,2	
11934	13.08.1989	23,2	12,9	15,7		
11934	14.08.1989	26,2	8,7	17,5		
11934	15.08.1989	28,5	11,4	19,6		
11934	16.08.1989	29,9	12,3	20,8		
11934	17.08.1989	29,6	14,2	22,2		
11934	18.08.1989	27,3	13,4	19,1	0,3	
11934	19.08.1989	20,5	13,2	17,9		
11934	20.08.1989	27,9	11	18,2	0,9	
11934	21.08.1989	28,2	10,3	19,4		
11934	22.08.1989	27,7	12,7	19,2	0,2	
11934	23.08.1989	25	12,7	16,7	5,2	
11934	24.08.1989	24,2	11	15,4		
11934	25.08.1989	23,9	8,4	17		
11934	26.08.1989	19,9	8,7	12,3		
11934	27.08.1989	16,4	5,2	11	0,5	
11934	28.08.1989	13,4	6,5	10,5	19,7	
11934	29.08.1989	13	7,7	9,9	1,9	
11934	30.08.1989	12,3	8,5	10,3	22,5	
11934	31.08.1989	10,3	7,5	8,5	1,6	
11934	01.09.1989	17,5	3,8	10		
11934	02.09.1989	19,4	6,3	11,3		
11934	03.09.1989	15,4	4,5	9,9	9,1	
11934	04.09.1989	12,5	9	10,9	7	
11934	05.09.1989	13,9	8,4	10,5	1,1	
11934	06.09.1989	16,7	4,6	10,2		
11934	07.09.1989	16,4	5,6	9,6		
11934	08.09.1989	18	6,3	11,3		
11934	09.09.1989	20,2	4,1	11,8		
11934	10.09.1989	21,2	6,6	14,3	0,7	
11934	11.09.1989	18,6	10,8	12,7	0	
11934	12.09.1989	15,4	4,4	8,1		
11934	13.09.1989	17,5	1	8,7		
11934	14.09.1989	17,8	1,4	11,2		
11934	15.09.1989	16	9,3	11,9	0,1	
11934	16.09.1989	13,6	10,8	12	5,6	
11934	17.09.1989	22	11	15,6		
11934	18.09.1989	25,4	8,5	15,9		
11934	19.09.1989	25,6	8,1	14,9		
11934	20.09.1989	25,6	6,6	16,4		
11934	21.09.1989	24,9	11,5	15,3		
11934	22.09.1989	23,5	7,5	14,9		
11934	23.09.1989	22,2	7	13,6		
11934	24.09.1989	21	8,7	14,4		
11934	25.09.1989	19,9	8,5	13,8		
11934	26.09.1989	18,5	7,5	13,1		
11934	27.09.1989	19,2	6,6	10,9		
11934	28.09.1989	19,7	3	11,1		
11934	29.09.1989	15,4	5,4	9	1,3	
11934	30.09.1989	12,5	5,3	7,9	0,8	
11934	01.10.1989	9,5	1,6	4,8		
11934	02.10.1989	11,5	-1,1	7,5	1,4	
11934	03.10.1989	8,7	0,7	2,2	9,2	
11934	04.10.1989	8,5	0,5	3,2	0	
11934	05.10.1989	10,1	0,3	4,9		
11934	06.10.1989	14	2,1	5,7		
11934	07.10.1989	11,6	1,5	7,1	0,3	
11934	08.10.1989	8,4	3,5	6,5	4,9	
11934	09.10.1989	9	5,8	6,9	0,6	
11934	10.10.1989	7,5	4,3	5,2		
11934	11.10.1989	8,7	0,9	5,5	0	
11934	12.10.1989	9,6	3,7	6	0	
11934	13.10.1989	13,3	5,5	9,1		
11934	14.10.1989	17,4	4,1	9,5	0	
11934	15.10.1989	8,6	1	3,7	4,2	
11934	16.10.1989	10,5	-2,5	2,5		
11934	17.10.1989	13,9	-0,6	7,9		
11934	18.10.1989	17,7	2,8	8,4		
11934	19.10.1989	16,1	0,7	6,4		
11934	20.10.1989	17,6	2	9		
11934	21.10.1989	16,8	1,6	9,4		
11934	22.10.1989	20,2	3,5	8,4		
11934	23.10.1989	23,8	1,6	13		
11934	24.10.1989	22,1	9,6	14,2		
11934	25.10.1989	19,2	3,4	11,9		
11934	26.10.1989	20,4	2,1	12,1		
11934	27.10.1989	19,5	4	10,4		
11934	28.10.1989	21,8	1,5	11,6		
11934	29.10.1989	19,5	7,6	11,7	0	
11934	30.10.1989	11,9	7,6	9,5	1,9	
11934	31.10.1989	11,2	7,2	8,9	0,1	
11934	01.11.1989	11,6	5,9	8,2		
11934	02.11.1989	16,7	5,7	9,1		
11934	03.11.1989	11,9	-0,7	7,5		
11934	04.11.1989	14,9	8,2	11	8,6	
11934	05.11.1989	10,8	5,2	7,7	0,2	
11934	06.11.1989	12	4,4	8,1	8	
11934	07.11.1989	9,6	7,1	8	12,1	
11934	08.11.1989	7,5	3,6	4,7	3,8	
11934	09.11.1989	8,6	2,4	4,2		
11934	10.11.1989	7,2	1,7	3,7		
11934	11.11.1989	5,9	-0,6	3,9	0	
11934	12.11.1989	8,5	-1,2	2		
11934	13.11.1989	11,6	-4,4	1,5		
11934	14.11.1989	8,7	-3,3	1,9		
11934	15.11.1989	5,1	-1,6	1,4	3	
11934	16.11.1989	2,2	-4,1	-1,8	0	1
11934	17.11.1989	-1	-7,7	-5,9		999
11934	18.11.1989	2,1	-10,1	-4,6		
11934	19.11.1989	2,1	-9,6	-5,9		
11934	20.11.1989	0,5	-10,4	-2,2		
11934	21.11.1989	2,9	-5,6	-0,5		
11934	22.11.1989	8,4	-6,4	0,2	9,8	
11934	23.11.1989	-0,7	-7,2	-5,7	0,1	11
11934	24.11.1989	-0,9	-8,6	-3	0,9	9
11934	25.11.1989	-2,5	-15,9	-10,4	1,1	10
11934	26.11.1989	-5,3	-15,6	-7,4	1,7	12
11934	27.11.1989	-1,4	-7,6	-3,1	1,9	10
11934	28.11.1989	0,3	-7,4	-4,6	2,8	12
11934	29.11.1989	-4,3	-17,2	-10,8		15
11934	30.11.1989	-7	-19,5	-10,7		15
11934	01.12.1989	0,6	-9,1	-3,9		14
11934	02.12.1989	1,1	-7,4	-3,5		13
11934	03.12.1989	1,6	-9,8	-5,8		12
11934	04.12.1989	-2,7	-14,2	-9,5		10
11934	05.12.1989	-0,1	-12,2	-5,4		10
11934	06.12.1989	-1,5	-12,7	-6,5	0,5	10
11934	07.12.1989	2,2	-5,9	-1,8	0,2	12
11934	08.12.1989	-1,6	-11,4	-5,9		12
11934	09.12.1989	-3	-14	-6	1	11
11934	10.12.1989	-5,7	-16,4	-12,1		12
11934	11.12.1989	-4,5	-18	-7,7	0,1	12
11934	12.12.1989	-1,2	-12,6	-4,6	0	12
11934	13.12.1989	3,6	-3,1	1,9	2,2	11
11934	14.12.1989	7,9	1,8	5,4		7
11934	15.12.1989	10	3,7	6,6	5	995
11934	16.12.1989	10,1	5	7,1	0,2	995
11934	17.12.1989	12,5	4,8	9,7	0	995
11934	18.12.1989	11,8	5,1	9		
11934	19.12.1989	14,1	6,3	9,6	0,2	
11934	20.12.1989	7	2,4	4,9	0	
11934	21.12.1989	12,4	5,5	10,1		
11934	22.12.1989	10,5	2,2	6,2		
11934	23.12.1989	6,8	0,8	3,4	0	
11934	24.12.1989	4	-2,8	-0,9	0	
11934	25.12.1989	3,3	-6,3	-3,5		
11934	26.12.1989	1,4	-9,9	-4,8		
11934	27.12.1989	-1,6	-11,7	-7,8		
11934	28.12.1989	1,5	-13,2	-5,8		
11934	29.12.1989	-3,6	-10,6	-5,6		
11934	30.12.1989	-3,6	-6,9	-5,8		
11934	31.12.1989	-2,6	-10,3	-5,6		
11934	01.01.1990	-0,7	-13,3	-7,8		
11934	02.01.1990	-4,4	-8,5	-4,8	0	
11934	03.01.1990	-3	-5,5	-4,6	0,2	999
11934	04.01.1990	-4,1	-12,1	-8,9		999
11934	05.01.1990	-1,8	-14,6	-11,2		
11934	06.01.1990	-2,3	-17,5	-11,2		
11934	07.01.1990	1,5	-17,4	-10,3		
11934	08.01.1990	-8,1	-18,9	-14,9		
11934	09.01.1990	-8,9	-19,1	-11,3		
11934	10.01.1990	-6,4	-10,8	-8,4		
11934	11.01.1990	-2,5	-10,1	-6,7		
11934	12.01.1990	-2,2	-8,4	-4,2		
11934	13.01.1990	1,4	-7,2	-4,7		
11934	14.01.1990	-1,5	-12,1	-8,2		
11934	15.01.1990	1,4	-11,1	-4,1	0,4	
11934	16.01.1990	4,2	-5,5	-0,6	0	999
11934	17.01.1990	6,2	-4,1	0,2		
11934	18.01.1990	5,5	-2,9	-0,1	0	
